,DATE,MATCHUP,MIN,H_TEAM,A_TEAM,H_FGM,H_FGA,H_FGPerc,H_3PM,H_3PA,H_ThreePPerc,H_FTM,H_FTA,H_FTPerc,H_OREB,H_DREB,H_REB,H_AST,H_STL,H_BLK,H_TOV,H_PF,H_EFGPerc,H_FTR,H_TOVPerc,A_FGM,A_FGA,A_FGPerc,A_3PM,A_3PA,A_ThreePPerc,A_FTM,A_FTA,A_FTPerc,A_OREB,A_DREB,A_REB,A_AST,A_STL,A_BLK,A_TOV,A_PF,A_EFGPerc,A_FTR,A_TOVPerc,Target
6447,2/5/16,BKN vs. SAC,239,BKN,SAC,48,86,55.8,18,28,64.3,14,15,0.00933,11,35,46,29,5,4,21,20,0.6627906976744186,0.1744186046511628,18.485915492957748,45,89,50.6,8,26,30.8,21,22,0.955,5,26,31,30,15,3,11,19,0.5505617977528089,0.24719101123595505,10.029175784099195,9
6451,2/5/16,CHA vs. MIA,239,CHA,MIA,36,81,44.4,10,26,38.5,13,15,0.00867,3,38,41,23,5,10,12,16,0.5061728395061729,0.1851851851851852,12.048192771084338,43,94,45.7,0,9,0.0,12,18,0.667,8,40,48,20,7,12,8,16,0.4574468085106383,0.1914893617021277,7.278020378457058,-3
6455,2/5/16,CLE vs. BOS,240,CLE,BOS,37,87,42.5,8,30,26.7,21,35,0.006,15,32,47,21,8,6,14,25,0.4712643678160919,0.4022988505747127,12.027491408934706,38,88,43.2,7,20,35.0,21,25,0.84,11,38,49,21,6,5,15,27,0.4715909090909091,0.2840909090909091,13.157894736842106,-1
6459,2/5/16,DAL vs. SAS,240,DAL,SAS,33,73,45.2,3,15,20.0,21,27,0.0077800000000000005,5,31,36,17,7,2,15,23,0.4726027397260274,0.3698630136986301,15.018021625951144,41,80,51.3,12,22,54.5,22,25,0.88,8,34,42,19,6,4,13,23,0.5875,0.3125,12.5,-26
6463,2/5/16,DEN vs. CHI,241,DEN,CHI,39,87,44.8,6,18,33.3,31,44,0.00705,13,35,48,22,5,8,10,24,0.4827586206896552,0.5057471264367817,8.594018563080096,43,93,46.2,5,12,41.7,19,27,0.7040000000000001,11,29,40,21,5,7,10,31,0.48924731182795705,0.2903225806451613,8.704735376044571,5
6467,2/5/16,NYK vs. MEM,240,NYK,MEM,30,80,37.5,10,29,34.5,15,17,0.00882,14,33,47,15,2,6,14,23,0.4375,0.2125,13.795821836815135,33,76,43.4,4,18,22.2,21,24,0.875,4,33,37,17,8,5,9,18,0.4605263157894737,0.3157894736842105,9.41816659690247,-6
6471,2/5/16,ORL vs. LAC,239,ORL,LAC,34,81,42.0,4,20,20.0,21,28,0.0075,11,28,39,19,6,1,18,20,0.4444444444444444,0.34567901234567894,16.169601149838307,40,74,54.1,8,27,29.6,19,23,0.826,6,38,44,15,13,8,22,23,0.5945945945945946,0.3108108108108108,20.731247644176406,-14
6475,2/5/16,UTA vs. MIL,239,UTA,MIL,30,77,39.0,8,27,29.6,16,23,0.006959999999999999,12,33,45,13,15,8,15,18,0.4415584415584416,0.2987012987012987,14.688601645123384,30,71,42.3,7,14,50.0,14,21,0.667,7,34,41,9,12,7,20,17,0.471830985915493,0.29577464788732394,19.95211492418197,3
6479,2/5/16,WAS vs. PHI,240,WAS,PHI,44,84,52.4,6,22,27.3,12,20,0.006,9,37,46,26,7,4,13,15,0.5595238095238095,0.2380952380952381,12.287334593572778,37,87,42.5,9,26,34.6,11,14,0.7859999999999999,6,32,38,23,7,8,15,18,0.4770114942528736,0.16091954022988506,13.868343195266274,12
6483,2/4/16,DET vs. NYK,240,DET,NYK,40,79,50.6,9,17,52.9,22,33,0.006670000000000001,4,38,42,17,7,3,13,22,0.5632911392405063,0.4177215189873418,12.20428088621855,36,84,42.9,6,22,27.3,27,34,0.794,8,35,43,20,7,0,9,25,0.4642857142857143,0.4047619047619048,8.336420896628379,6
6487,2/4/16,NOP vs. LAL,240,NOP,LAL,39,85,45.9,4,20,20.0,14,26,0.005379999999999999,7,33,40,16,8,4,7,21,0.4823529411764706,0.3058823529411765,6.767208043310133,39,81,48.1,7,20,35.0,14,20,0.7,9,39,48,14,4,0,16,22,0.5246913580246914,0.2469135802469136,15.122873345935727,-3
6491,2/4/16,PHX vs. HOU,239,PHX,HOU,32,83,38.6,11,29,37.9,30,32,0.00938,18,36,54,22,9,1,24,26,0.4518072289156626,0.3855421686746988,19.821605550049554,37,86,43.0,15,42,35.7,22,32,0.688,18,31,49,24,16,5,16,23,0.5174418604651163,0.372093023255814,13.783597518952448,-6
6495,2/4/16,POR vs. TOR,240,POR,TOR,38,81,46.9,10,25,40.0,17,23,0.007390000000000001,10,30,40,21,8,6,14,20,0.5308641975308642,0.2839506172839506,13.318112633181126,40,85,47.1,12,19,63.2,18,25,0.72,12,33,45,23,7,6,14,18,0.5411764705882353,0.29411764705882354,12.727272727272727,-7
6499,2/3/16,BKN vs. IND,241,BKN,IND,36,81,44.4,7,23,30.4,21,31,0.006770000000000001,9,31,40,25,5,2,16,20,0.4876543209876543,0.382716049382716,14.461315979754158,44,88,50.0,12,24,50.0,14,17,0.8240000000000001,10,34,44,23,11,5,15,20,0.5681818181818182,0.19318181818181815,13.577118030412743,-14
6503,2/3/16,BOS vs. DET,239,BOS,DET,42,96,43.8,7,21,33.3,11,13,0.00846,6,43,49,28,8,7,10,24,0.4739583333333333,0.13541666666666666,8.950948800572863,32,85,37.6,11,34,32.4,20,28,0.7140000000000001,9,39,48,18,3,5,16,18,0.4411764705882353,0.32941176470588235,14.11930815390046,7
6507,2/3/16,CHA vs. CLE,240,CHA,CLE,39,79,49.4,9,27,33.3,19,23,0.00826,11,38,49,26,4,3,14,14,0.5506329113924051,0.2911392405063291,13.576415826221876,38,83,45.8,10,28,35.7,11,14,0.7859999999999999,3,25,28,16,9,5,7,19,0.5180722891566265,0.1686746987951807,7.279534109816973,9
6511,2/3/16,DAL vs. MIA,239,DAL,MIA,34,87,39.1,8,20,40.0,14,19,0.00737,8,38,46,18,4,5,4,16,0.4367816091954023,0.2183908045977012,4.025764895330113,37,88,42.0,2,15,13.3,17,23,0.7390000000000001,11,43,54,18,3,11,7,20,0.4318181818181818,0.26136363636363635,6.659056316590563,-3
6515,2/3/16,LAC vs. MIN,240,LAC,MIN,33,75,44.0,11,32,34.4,25,34,0.00735,11,24,35,20,10,6,13,22,0.5133333333333333,0.4533333333333333,12.626262626262625,39,77,50.6,8,17,47.1,22,26,0.846,10,32,42,24,6,3,15,24,0.5584415584415584,0.3376623376623377,14.501160092807426,-6
6519,2/3/16,OKC vs. ORL,240,OKC,ORL,44,93,47.3,9,27,33.3,20,25,0.008,19,31,50,25,7,10,13,17,0.521505376344086,0.26881720430107525,11.111111111111109,47,95,49.5,10,23,43.5,10,12,0.833,12,27,39,25,3,5,9,18,0.5473684210526316,0.1263157894736842,8.235724743777451,3
6523,2/3/16,PHI vs. ATL,242,PHI,ATL,35,84,41.7,6,27,22.2,10,14,0.0071400000000000005,6,32,38,27,7,10,23,20,0.4523809523809524,0.16666666666666666,20.32520325203252,48,92,52.2,10,20,50.0,18,25,0.72,11,41,52,28,13,7,18,12,0.5760869565217391,0.2717391304347826,14.87603305785124,-38
6527,2/3/16,SAC vs. CHI,240,SAC,CHI,42,88,47.7,6,20,30.0,12,19,0.00632,9,36,45,21,12,8,16,19,0.5113636363636364,0.2159090909090909,14.239943040227839,40,88,45.5,11,21,52.4,16,21,0.762,10,39,49,26,8,0,17,21,0.5170454545454546,0.23863636363636365,14.88095238095238,-5
6531,2/3/16,SAS vs. NOP,241,SAS,NOP,42,81,51.9,9,15,60.0,17,18,0.00944,4,32,36,30,6,8,14,13,0.5740740740740741,0.2222222222222222,13.60279828993393,41,90,45.6,3,19,15.8,12,14,0.857,11,34,45,21,12,4,16,23,0.4722222222222222,0.15555555555555556,14.265335235378034,13
6535,2/3/16,UTA vs. DEN,241,UTA,DEN,33,74,44.6,5,22,22.7,14,20,0.006999999999999999,8,30,38,14,4,10,14,19,0.4797297297297297,0.2702702702702703,14.462809917355376,26,70,37.1,4,18,22.2,25,33,0.758,9,32,41,11,12,2,14,19,0.4,0.4714285714285714,14.210312626877789,4
6539,2/3/16,WAS vs. GSW,241,WAS,GSW,46,91,50.5,8,23,34.8,21,30,0.006999999999999999,4,34,38,26,16,4,13,22,0.5494505494505495,0.3296703296703297,11.092150170648463,49,93,52.7,20,41,48.8,16,29,0.552,11,38,49,35,10,5,18,24,0.6344086021505376,0.3118279569892473,14.5442792501616,-13
6543,2/2/16,HOU vs. MIA,240,HOU,MIA,44,84,52.4,16,35,45.7,11,16,0.00688,3,31,34,30,9,6,11,19,0.6190476190476191,0.19047619047619047,10.780086240689926,38,85,44.7,6,17,35.3,20,27,0.741,13,38,51,26,5,3,17,18,0.4823529411764706,0.3176470588235294,14.927994380049176,13
6547,2/2/16,LAL vs. MIN,239,LAL,MIN,40,80,50.0,12,26,46.2,27,35,0.007709999999999999,7,24,31,23,9,2,9,24,0.575,0.4375,8.620689655172413,46,80,57.5,4,17,23.5,19,25,0.76,8,25,33,36,6,4,15,21,0.6,0.3125,14.150943396226413,4
6551,2/2/16,NYK vs. BOS,238,NYK,BOS,31,82,37.8,6,20,30.0,21,28,0.0075,16,34,50,13,3,4,16,16,0.4146341463414634,0.3414634146341464,14.503263234227704,40,90,44.4,3,19,15.8,14,17,0.8240000000000001,12,33,45,20,9,2,10,24,0.4611111111111112,0.18888888888888888,9.304056568663938,-8
6555,2/2/16,PHX vs. TOR,238,PHX,TOR,37,79,46.8,12,31,38.7,11,15,0.00733,8,30,38,23,5,4,16,26,0.5443037974683544,0.18987341772151897,15.74803149606299,35,74,47.3,9,27,33.3,25,32,0.7809999999999999,8,27,35,15,9,3,12,22,0.5337837837837838,0.4324324324324325,11.990407673860913,-7
6559,2/2/16,POR vs. MIL,240,POR,MIL,39,85,45.9,11,31,35.5,18,25,0.0072,10,39,49,25,6,7,15,23,0.5235294117647059,0.29411764705882354,13.513513513513516,38,86,44.2,5,14,35.7,14,24,0.583,12,31,43,23,7,4,13,18,0.4709302325581395,0.2790697674418605,11.865644395764878,12
6563,2/1/16,ATL vs. DAL,240,ATL,DAL,42,80,52.5,14,35,40.0,14,19,0.00737,5,45,50,29,2,6,15,25,0.6125,0.2375,14.512383900928793,31,85,36.5,7,26,26.9,28,38,0.737,10,27,37,14,5,2,6,18,0.4058823529411765,0.4470588235294118,5.5699962866691415,15
6567,2/1/16,BKN vs. DET,240,BKN,DET,40,82,48.8,7,16,43.8,13,15,0.00867,7,32,39,28,5,4,11,15,0.5304878048780488,0.18292682926829268,11.044176706827312,42,98,42.9,10,30,33.3,11,16,0.688,19,30,49,18,5,4,9,15,0.4795918367346938,0.16326530612244894,7.891967730620833,-5
6571,2/1/16,DEN vs. TOR,239,DEN,TOR,45,83,54.2,10,22,45.5,12,15,0.008,7,42,49,28,6,5,19,25,0.6024096385542169,0.18072289156626506,17.495395948434624,29,78,37.2,8,25,32.0,27,39,0.6920000000000001,9,26,35,13,13,6,12,17,0.4230769230769231,0.5,11.198208286674133,19
6575,2/1/16,IND vs. CLE,265,IND,CLE,43,101,42.6,8,27,29.6,12,14,0.00857,17,27,44,24,11,7,16,23,0.4653465346534654,0.13861386138613865,12.991230919129586,44,88,50.0,7,22,31.8,16,23,0.696,10,35,45,22,8,3,16,19,0.5397727272727273,0.26136363636363635,14.020329477742727,-5
6579,2/1/16,NOP vs. MEM,239,NOP,MEM,36,88,40.9,10,26,38.5,13,21,0.00619,14,23,37,19,8,4,9,14,0.4659090909090909,0.23863636363636365,8.471385542168674,43,71,60.6,9,16,56.3,15,18,0.833,3,37,40,27,4,5,14,21,0.6690140845070423,0.2535211267605634,15.066724063710716,-15
6583,2/1/16,OKC vs. WAS,240,OKC,WAS,43,83,51.8,7,22,31.8,21,27,0.0077800000000000005,14,39,53,25,9,5,18,16,0.5602409638554217,0.3253012048192771,15.946137491141036,40,86,46.5,7,26,26.9,11,15,0.733,2,25,27,20,8,3,13,18,0.5058139534883721,0.1744186046511628,12.31060606060606,16
6587,2/1/16,SAC vs. MIL,241,SAC,MIL,39,86,45.3,9,26,34.6,24,30,0.008,18,35,53,21,7,3,16,17,0.5058139534883721,0.3488372093023256,13.888888888888891,42,84,50.0,8,20,40.0,12,17,0.706,10,27,37,27,11,5,15,27,0.5476190476190477,0.2023809523809524,14.087152516904585,7
6591,2/1/16,SAS vs. ORL,240,SAS,ORL,40,78,51.3,9,24,37.5,18,21,0.00857,5,37,42,27,6,10,13,14,0.5705128205128205,0.2692307692307692,12.968874700718276,39,96,40.6,5,17,29.4,9,11,0.818,19,32,51,19,9,6,16,19,0.4322916666666667,0.11458333333333333,13.693940431359124,15
6595,2/1/16,UTA vs. CHI,266,UTA,CHI,38,85,44.7,7,18,38.9,22,33,0.006670000000000001,10,40,50,19,5,4,14,23,0.4882352941176471,0.3882352941176471,12.332628611698382,39,90,43.3,5,21,23.8,13,20,0.65,8,34,42,19,4,7,14,25,0.4611111111111112,0.2222222222222222,12.411347517730494,9
6599,1/31/16,DAL vs. PHX,241,DAL,PHX,31,78,39.7,8,29,27.6,21,23,0.00913,13,29,42,15,9,1,14,19,0.4487179487179487,0.2948717948717949,13.709361535448492,27,74,36.5,5,23,21.7,19,24,0.792,11,33,44,13,7,6,19,20,0.39864864864864863,0.32432432432432434,18.346852066434924,13
6603,1/31/16,LAC vs. CHI,241,LAC,CHI,45,84,53.6,17,32,53.1,13,19,0.006840000000000001,7,39,46,26,8,6,11,15,0.6369047619047619,0.2261904761904762,10.642414860681113,40,93,43.0,5,15,33.3,8,11,0.727,11,31,42,19,2,4,9,20,0.456989247311828,0.11827956989247312,8.423811306626732,27
6607,1/31/16,LAL vs. CHA,240,LAL,CHA,27,80,33.8,8,29,27.6,20,23,0.0087,4,38,42,13,6,8,15,20,0.3875,0.2875,14.269406392694066,36,96,37.5,13,36,36.1,16,26,0.615,14,45,59,28,8,8,10,16,0.4427083333333333,0.2708333333333333,8.514986376021799,-19
6611,1/31/16,MIA vs. ATL,238,MIA,ATL,39,81,48.1,5,20,25.0,22,26,0.00846,10,37,47,21,10,4,18,23,0.5123456790123457,0.32098765432098764,16.29844259326331,27,70,38.6,5,22,22.7,28,32,0.875,2,29,31,13,10,3,17,23,0.4214285714285714,0.4571428571428571,16.818361693707953,18
6615,1/31/16,NYK vs. GSW,241,NYK,GSW,33,90,36.7,6,18,33.3,23,26,0.00885,12,29,41,19,6,4,11,20,0.4,0.2888888888888889,9.782995375311279,42,73,57.5,16,29,55.2,16,23,0.696,3,41,44,31,8,5,18,21,0.6849315068493149,0.3150684931506849,17.80063291139241,-21
6619,1/31/16,ORL vs. BOS,241,ORL,BOS,44,82,53.7,10,24,41.7,21,35,0.006,12,38,50,27,7,6,15,24,0.5975609756097561,0.4268292682926829,13.345195729537366,39,93,41.9,16,46,34.8,20,25,0.8,13,28,41,17,9,2,10,22,0.5053763440860215,0.26881720430107525,8.771929824561402,5
6623,1/31/16,POR vs. MIN,240,POR,MIN,32,76,42.1,6,27,22.2,26,30,0.00867,8,29,37,16,7,5,13,21,0.4605263157894737,0.3947368421052632,12.720156555772991,35,80,43.8,4,16,25.0,19,28,0.679,15,34,49,20,10,4,16,23,0.4625,0.35,14.771048744460856,3
6627,1/30/16,CLE vs. SAS,240,CLE,SAS,45,82,54.9,9,23,39.1,18,21,0.00857,10,33,43,24,4,4,9,21,0.6036585365853658,0.25609756097560976,8.978451715881883,40,81,49.4,6,18,33.3,17,21,0.81,8,24,32,20,2,2,6,19,0.5308641975308642,0.25925925925925924,6.234413965087283,14
6631,1/30/16,HOU vs. WAS,241,HOU,WAS,41,86,47.7,17,35,48.6,23,33,0.0069700000000000005,10,27,37,24,8,3,10,23,0.5755813953488372,0.38372093023255816,9.048136083966703,45,86,52.3,11,32,34.4,22,30,0.733,7,38,45,30,6,5,12,25,0.5872093023255814,0.3488372093023256,10.791366906474819,-1
6635,1/30/16,IND vs. DEN,264,IND,DEN,44,100,44.0,9,27,33.3,12,16,0.0075,14,35,49,26,6,10,15,22,0.485,0.16,12.291052114060964,40,87,46.0,4,18,22.2,21,25,0.84,8,37,45,24,10,3,19,22,0.4827586206896552,0.28735632183908044,16.23931623931624,4
6639,1/30/16,MEM vs. SAC,241,MEM,SAC,41,79,51.9,8,18,44.4,31,37,0.00838,2,30,32,23,15,9,13,26,0.569620253164557,0.4683544303797468,12.005910602142595,38,92,41.3,9,24,37.5,32,38,0.8420000000000001,18,33,51,16,10,3,19,27,0.4619565217391304,0.4130434782608696,14.876291888506108,4
6643,1/30/16,NOP vs. BKN,240,NOP,BKN,43,93,46.2,11,27,40.7,8,10,0.008,14,34,48,24,6,6,9,17,0.521505376344086,0.10752688172043012,8.458646616541353,40,84,47.6,9,20,45.0,14,23,0.609,10,34,44,23,6,5,10,13,0.5297619047619048,0.27380952380952384,9.604302727621976,2
6647,1/30/16,PHI vs. GSW,241,PHI,GSW,42,92,45.7,10,29,34.5,11,21,0.00524,8,32,40,23,18,4,10,8,0.5108695652173914,0.22826086956521735,8.989572096368212,47,95,49.5,13,30,43.3,1,2,0.5,12,45,57,37,5,7,23,18,0.5631578947368421,0.021052631578947368,19.34724091520861,-3
6651,1/30/16,TOR vs. DET,241,TOR,DET,36,78,46.2,4,14,28.6,35,47,0.00745,13,32,45,12,9,3,13,20,0.4871794871794872,0.6025641025641025,11.640401146131804,39,87,44.8,9,29,31.0,20,34,0.588,10,29,39,9,10,6,11,29,0.5,0.3908045977011495,9.737960339943342,4
6655,1/29/16,BOS vs. ORL,239,BOS,ORL,43,86,50.0,10,24,41.7,17,21,0.008100000000000001,8,38,46,28,8,6,12,20,0.5581395348837209,0.2441860465116279,11.189854531891086,32,79,40.5,7,20,35.0,23,29,0.7929999999999999,9,32,41,17,9,4,16,18,0.4493670886075949,0.3670886075949367,14.847809948032666,19
6659,1/29/16,DAL vs. BKN,239,DAL,BKN,37,80,46.3,8,21,38.1,9,15,0.006,10,39,49,22,6,5,12,17,0.5125,0.1875,12.170385395537524,28,78,35.9,4,20,20.0,19,23,0.826,10,34,44,13,10,2,10,14,0.38461538461538464,0.2948717948717949,10.191602119853243,12
6663,1/29/16,DET vs. CLE,239,DET,CLE,40,84,47.6,7,23,30.4,19,26,0.00731,9,30,39,20,5,4,9,24,0.5178571428571429,0.30952380952380953,8.617387973956339,39,83,47.0,9,23,39.1,27,29,0.9309999999999999,10,37,47,20,4,1,7,25,0.5240963855421686,0.3493975903614458,6.811989100817438,-8
6667,1/29/16,LAC vs. LAL,240,LAC,LAL,40,81,49.4,8,26,30.8,17,24,0.0070799999999999995,5,33,38,20,10,9,8,19,0.5432098765432098,0.2962962962962963,8.035355564483726,34,78,43.6,5,13,38.5,20,25,0.8,11,37,48,19,6,4,17,21,0.467948717948718,0.3205128205128205,16.037735849056602,12
6671,1/29/16,MIL vs. MIA,239,MIL,MIA,38,80,47.5,2,12,16.7,25,28,0.00893,13,27,40,18,10,5,19,20,0.4875,0.35,17.067912324829322,37,74,50.0,7,18,38.9,26,32,0.813,8,26,34,27,12,9,17,23,0.5472972972972973,0.4324324324324325,16.178149980966882,-4
6675,1/29/16,NYK vs. PHX,239,NYK,PHX,36,84,42.9,7,20,35.0,23,26,0.00885,10,39,49,24,12,7,8,18,0.4702380952380952,0.30952380952380953,7.733952049497293,35,85,41.2,7,26,26.9,7,12,0.583,12,35,47,20,4,5,16,19,0.4529411764705882,0.1411764705882353,15.054572826496049,18
6679,1/29/16,OKC vs. HOU,239,OKC,HOU,41,86,47.7,8,19,42.1,26,30,0.00867,11,46,57,23,6,7,18,29,0.5232558139534884,0.3488372093023256,15.358361774744028,36,95,37.9,9,39,23.1,27,43,0.628,11,29,40,23,14,7,10,21,0.4263157894736842,0.4526315789473685,8.069722401549386,8
6683,1/29/16,POR vs. CHA,241,POR,CHA,45,92,48.9,7,20,35.0,12,16,0.0075,13,38,51,24,10,4,11,21,0.5271739130434783,0.17391304347826084,9.996364958197018,31,80,38.8,10,29,34.5,19,28,0.679,14,33,47,17,9,4,16,12,0.45,0.35,14.771048744460856,18
6687,1/29/16,UTA vs. MIN,240,UTA,MIN,40,76,52.6,10,25,40.0,13,16,0.00813,10,30,40,24,8,5,13,21,0.5921052631578947,0.21052631578947367,13.536026655560182,35,75,46.7,2,10,20.0,18,26,0.6920000000000001,13,25,38,17,9,2,14,13,0.48,0.3466666666666667,13.93866985264835,13
6691,1/28/16,IND vs. ATL,241,IND,ATL,38,78,48.7,9,15,60.0,26,30,0.00867,10,39,49,20,10,8,16,17,0.5448717948717948,0.38461538461538464,14.925373134328355,33,83,39.8,7,28,25.0,19,21,0.905,5,27,32,20,9,4,14,22,0.4397590361445783,0.2530120481927711,13.177710843373495,19
6695,1/28/16,LAL vs. CHI,242,LAL,CHI,32,85,37.6,9,25,36.0,18,23,0.007829999999999998,11,30,41,21,6,4,14,17,0.4294117647058823,0.27058823529411763,12.829912023460409,47,95,49.5,6,17,35.3,14,16,0.875,12,39,51,29,12,5,10,19,0.5263157894736842,0.16842105263157894,8.925383791503034,-23
6699,1/28/16,MEM vs. MIL,240,MEM,MIL,38,80,47.5,10,28,35.7,17,20,0.0085,9,28,37,28,7,5,11,23,0.5375,0.25,11.02204408817635,29,79,36.7,1,16,6.3,24,27,0.889,16,30,46,17,8,3,14,16,0.3734177215189873,0.34177215189873417,13.348588863463009,20
6703,1/28/16,NOP vs. SAC,240,NOP,SAC,43,98,43.9,10,26,38.5,18,24,0.0075,12,35,47,25,9,6,14,20,0.4897959183673469,0.24489795918367346,11.422976501305484,40,89,44.9,10,28,35.7,15,20,0.75,4,36,40,29,6,8,13,20,0.5056179775280899,0.2247191011235955,11.732851985559568,9
6707,1/28/16,TOR vs. NYK,239,TOR,NYK,37,85,43.5,8,20,40.0,21,29,0.007240000000000001,15,35,50,21,7,11,10,19,0.4823529411764706,0.3411764705882353,9.279881217520416,38,87,43.7,7,18,38.9,10,20,0.5,12,28,40,20,6,8,9,19,0.4770114942528736,0.2298850574712644,8.587786259541986,10
6711,1/28/16,WAS vs. DEN,239,WAS,DEN,39,88,44.3,11,28,39.3,24,30,0.008,12,29,41,21,13,7,14,28,0.5056818181818182,0.3409090909090909,12.152777777777775,41,81,50.6,9,18,50.0,26,33,0.7879999999999999,7,32,39,25,9,5,15,25,0.5617283950617284,0.4074074074074074,13.572204125950055,-4
6715,1/27/16,ATL vs. LAC,241,ATL,LAC,33,79,41.8,10,23,43.5,7,14,0.005,8,41,49,21,6,3,22,17,0.4810126582278481,0.17721518987341772,20.53004852556924,33,85,38.8,5,27,18.5,14,21,0.667,9,37,46,18,16,5,11,14,0.4176470588235294,0.24705882352941175,10.452299505891297,-2
6719,1/27/16,BOS vs. DEN,241,BOS,DEN,41,96,42.7,9,28,32.1,20,24,0.008329999999999999,14,34,48,29,15,5,11,24,0.4739583333333333,0.25,9.35692412385165,36,84,42.9,7,21,33.3,24,32,0.75,14,39,53,23,4,6,20,22,0.4702380952380952,0.3809523809523809,16.93766937669377,8
6723,1/27/16,CLE vs. PHX,239,CLE,PHX,45,81,55.6,11,28,39.3,14,16,0.00875,10,27,37,34,12,3,13,17,0.6234567901234568,0.19753086419753085,12.866191607284243,33,70,47.1,8,20,40.0,19,25,0.76,12,22,34,25,6,2,22,17,0.5285714285714286,0.35714285714285715,21.35922330097087,22
6727,1/27/16,DET vs. PHI,241,DET,PHI,39,91,42.9,5,21,23.8,27,38,0.00711,21,30,51,15,9,2,10,19,0.456043956043956,0.4175824175824176,8.494733265375467,39,82,47.6,7,19,36.8,12,17,0.706,9,29,38,24,6,7,16,27,0.5182926829268293,0.2073170731707317,15.168752370117558,13
6731,1/27/16,GSW vs. DAL,241,GSW,DAL,47,81,58.0,14,29,48.3,19,21,0.00905,7,33,40,33,5,4,9,18,0.6666666666666666,0.25925925925925924,9.068923821039904,44,87,50.6,11,31,35.5,8,12,0.667,8,26,34,20,4,0,10,21,0.5689655172413793,0.13793103448275862,9.777082518576458,20
6735,1/27/16,MIN vs. OKC,239,MIN,OKC,50,90,55.6,5,14,35.7,18,28,0.00643,12,23,35,31,6,4,8,16,0.5833333333333334,0.3111111111111111,7.251631617113851,48,91,52.7,10,20,50.0,20,21,0.9520000000000001,15,32,47,23,0,6,12,25,0.5824175824175825,0.2307692307692308,10.691375623663578,-3
6739,1/27/16,SAS vs. HOU,242,SAS,HOU,50,90,55.6,12,23,52.2,18,21,0.00857,12,37,49,34,7,3,13,28,0.6222222222222222,0.2333333333333333,11.58232359230221,28,73,38.4,8,30,26.7,35,52,0.6729999999999999,12,28,40,14,7,11,15,22,0.4383561643835616,0.7123287671232876,13.528138528138529,31
6743,1/27/16,UTA vs. CHA,241,UTA,CHA,40,81,49.4,12,31,38.7,10,15,0.006670000000000001,7,38,45,23,10,6,10,18,0.5679012345679012,0.1851851851851852,10.245901639344263,25,68,36.8,6,25,24.0,17,21,0.81,5,30,35,10,6,0,18,15,0.4117647058823529,0.3088235294117647,18.899622007559852,29
6747,1/26/16,BKN vs. MIA,239,BKN,MIA,36,71,50.7,9,18,50.0,17,23,0.007390000000000001,3,29,32,24,5,2,16,15,0.5704225352112676,0.323943661971831,16.474464579901152,45,83,54.2,3,9,33.3,9,10,0.9,5,32,37,27,10,4,12,20,0.5602409638554217,0.12048192771084335,12.072434607645874,-4
6751,1/26/16,IND vs. LAC,240,IND,LAC,35,83,42.2,5,16,31.3,14,24,0.005829999999999999,12,36,48,18,7,2,17,17,0.4518072289156626,0.2891566265060241,15.376266280752532,32,78,41.0,15,37,40.5,12,24,0.5,9,35,44,16,9,5,15,20,0.5064102564102564,0.3076923076923077,14.484356894553883,-2
6755,1/26/16,LAL vs. DAL,242,LAL,DAL,30,74,40.5,7,25,28.0,23,28,0.00821,8,39,47,15,4,7,12,25,0.4527027027027027,0.3783783783783784,12.205044751830757,33,76,43.4,6,25,24.0,20,26,0.769,5,30,35,21,5,1,6,20,0.4736842105263158,0.34210526315789475,6.421232876712329,-2
6759,1/26/16,MIL vs. ORL,239,MIL,ORL,38,77,49.4,5,13,38.5,26,31,0.008390000000000002,11,34,45,22,5,7,12,23,0.525974025974026,0.4025974025974026,11.691348402182387,33,80,41.3,13,24,54.2,21,29,0.7240000000000001,12,27,39,22,6,4,11,22,0.49375,0.3625,10.601387818041633,7
6763,1/26/16,NYK vs. OKC,264,NYK,OKC,44,95,46.3,11,23,47.8,23,30,0.00767,9,33,42,24,9,7,9,21,0.5210526315789473,0.3157894736842105,7.679180887372014,46,99,46.5,11,20,55.0,25,29,0.862,16,43,59,23,7,2,13,22,0.5202020202020202,0.2929292929292929,10.420006412311636,-6
6767,1/26/16,PHI vs. PHX,241,PHI,PHX,39,81,48.1,11,28,39.3,24,36,0.006670000000000001,8,33,41,25,9,6,11,23,0.5493827160493827,0.4444444444444444,10.200296735905043,39,83,47.0,6,19,31.6,19,28,0.679,10,35,45,27,6,6,17,30,0.5060240963855421,0.3373493975903614,15.135327635327634,10
6771,1/26/16,POR vs. SAC,240,POR,SAC,44,90,48.9,9,30,30.0,15,19,0.007890000000000001,10,38,48,28,6,8,12,23,0.5388888888888889,0.2111111111111111,10.873504893077204,36,86,41.9,7,19,36.8,18,32,0.563,10,35,45,26,7,5,13,18,0.4593023255813953,0.372093023255814,11.496285815351962,15
6775,1/26/16,TOR vs. WAS,241,TOR,WAS,35,79,44.3,11,29,37.9,25,32,0.007809999999999999,11,37,48,20,7,3,15,22,0.5126582278481012,0.4050632911392405,13.87860843819393,32,78,41.0,4,15,26.7,21,28,0.75,7,28,35,20,7,3,11,24,0.4358974358974359,0.35897435897435903,10.856691669956572,17
